Segment ID,p1,p2,p3,p4,p5,p6,p7,p8,p9
95,14.44027791,15.99262858,19.73205851,13.60840508,8.122568444,18.0252938,22.44626504,16.84093181,12.6982889
96,14.74838976,16.00333468,18.92048789,13.29503091,7.548831077,17.94098232,21.67917552,16.60302477,11.89358719
97,14.69285965,16.00524967,18.99945931,13.87249039,8.133632663,18.28560229,21.96838329,17.36890498,12.50670447
98,14.69393299,16.00720319,19.79861534,13.92542942,8.255201745,17.80955076,22.78664981,17.18379639,12.56226689
99,14.3521039,16.01122307,18.83697735,13.92755873,8.275038715,17.60633843,21.66987813,16.53708935,13.05325533
100,13.94621715,16.01210148,20.29282086,13.46640161,7.602793491,17.95294423,23.18292325,17.0523537,12.55922092
101,14.85191966,16.01221453,19.49444336,13.89368882,7.876179037,18.04813642,22.46817535,16.77605243,12.51594213
102,14.59130362,16.01439756,19.55961895,13.79344735,8.079353521,17.64279329,22.99335772,16.90082467,12.4688481
103,14.75773134,16.019454,20.37531649,13.96058403,7.998447264,17.98779786,22.39655872,16.99962451,12.61618081
104,14.14429093,16.0229209,19.42050367,13.56044282,7.760675956,18.03349716,22.29550083,16.99065842,12.5549898
105,14.30152381,16.02682192,19.67790782,13.06196618,7.689221737,18.10929473,21.31939316,17.24633771,11.92385512
106,13.94299202,16.03544773,19.14686906,12.96298338,7.768398649,17.51617624,21.59043774,17.14124881,11.65616088
107,14.61945191,16.04471437,19.54956495,13.76474718,8.056418052,18.0013633,21.68235052,16.63157368,12.58186447
108,14.38907155,16.04585716,19.10499856,13.56437289,7.824321054,17.39936586,23.21632412,17.02294463,12.53120914
109,14.38531242,16.04609792,19.24146778,13.33317242,7.802784278,17.00468937,21.78285668,16.74433523,12.08607001
110,14.31567205,16.05543515,19.25119977,12.84688424,7.722782701,17.74057269,21.95616056,16.59780185,11.49621286
111,14.67952248,16.05769779,20.63566225,13.95434489,7.77773297,18.64610723,22.01718183,17.25520698,12.42722061
112,14.22765832,16.0683768,19.83365864,13.8102802,7.97038631,18.35651168,21.90254204,17.40955542,12.7547964
113,14.50590821,16.07557673,19.97905275,13.74298387,7.708717841,17.92141982,22.57739497,16.92320424,12.47458996
114,15.00586551,16.07803744,19.40461192,13.98171906,8.103520725,18.24223023,21.59434641,17.21813912,12.47116588
115,14.60091179,16.08260297,20.0209621,13.54756753,8.167988522,18.3135047,22.96024368,16.77929658,12.5490786
116,14.64213936,16.08651108,19.32006604,13.8335739,8.069352647,18.00440366,22.314594,17.22984992,12.44061066
117,14.75736491,16.08730115,19.44180913,13.81097162,7.810358779,17.98818291,21.63814371,17.02214371,12.31407998
118,14.82774951,16.08848382,19.00788211,13.7874035,8.422515107,17.85539243,21.31311807,16.74977186,12.5216595
119,14.44447483,16.09177244,19.1567081,13.53876293,7.763183109,17.64852071,20.89287279,17.1182317,12.3169461
120,14.13784159,16.09308153,19.35822969,13.46587513,7.801417628,17.92541192,22.54304556,17.35922076,12.28331782
121,14.15958909,16.09559577,21.02525,13.52548764,7.788534139,18.41324112,22.61269326,16.83682443,12.47975337
122,14.83438616,16.10545159,19.5235889,13.66739056,7.89615574,17.60149069,22.51255043,16.94862315,12.73556842
123,14.73995431,16.12698748,20.46568141,13.98696892,8.193752406,18.07263245,22.84963859,16.88688311,12.41373698
124,14.59802426,16.12704824,20.37815753,13.79012736,7.561492122,18.44060607,22.0790736,16.67360896,12.55532597
125,14.86856387,16.12924415,20.08315333,13.98894523,7.926908263,18.12136186,22.40574018,17.02629145,12.56629911
126,14.93209743,16.13382451,19.97080121,13.9311773,8.042296516,18.03016513,21.62991798,16.81133653,12.59833998
127,14.35291486,16.14143168,18.97071478,13.72659508,7.566588375,17.87690807,21.32984046,16.94251904,12.77922675
128,14.71006156,16.1465353,20.51848852,14.01839514,8.041647371,18.18210436,22.92113318,16.84830118,12.34302047
129,14.82030576,16.1521299,19.91292306,13.83085261,9.29514865,17.75492685,22.60020946,16.36953547,12.29899413
130,14.88827879,16.15357486,19.74156011,14.00446676,8.16410631,18.20054219,22.49881867,17.25468968,12.41868064
131,15.24126732,16.15407171,19.79976452,14.61020941,9.928928597,18.33067029,23.03719937,17.32344387,12.97218959
132,14.67487108,16.15724318,19.50300328,14.00401762,8.196632063,17.89379366,22.69151576,16.94508278,12.56113474
133,14.69965126,16.15765521,19.55848315,13.83392542,8.112106438,18.28408825,22.04169623,17.10364113,12.35511339
134,14.81210123,16.16378911,20.06496486,13.98405345,8.144257836,18.27557231,22.38566867,17.33328887,12.21919347
135,14.85394526,16.17226897,19.84393022,13.96816203,8.281672452,17.71087937,23.49636554,16.89629659,12.51535626
136,14.65442574,16.17914688,19.37212414,13.86439893,8.133516301,18.03212694,22.15781764,17.36089818,12.37984343
137,14.41357362,16.18453516,19.59601902,13.69519008,8.096601914,17.43237354,22.54314552,16.80971658,12.27458606
138,14.92070007,16.1867244,19.15795771,14.01130638,8.362600222,17.52509644,22.24095234,16.91035063,12.46041891
139,14.76501034,16.19097343,19.30626689,13.81950114,8.065683067,17.99018246,22.41972739,16.93948178,12.32953669
140,14.4621458,16.19237721,20.13067583,13.94022472,7.726190513,18.36922058,22.38950599,17.45781554,12.83235869
141,14.85830341,16.19280928,20.80380718,13.99598934,8.493168707,18.25466438,22.91735261,17.00093777,12.64231538
142,14.82713537,16.19359119,19.43002605,14.10426576,8.218707723,18.20364369,22.25217661,17.20054242,12.61693776
143,15.01124313,16.19560165,19.80522407,13.95028666,8.599715139,18.37492214,22.12896408,17.34206239,12.23216614
144,14.98114664,16.19766026,20.26307852,14.21692491,7.920068595,18.61157006,22.11531589,17.20925085,12.39087593
145,14.61932387,16.19792028,19.25866197,13.84776826,8.098233671,17.87110896,21.8100639,17.22826956,12.51480328
146,14.9937801,16.19857501,19.87782666,14.05741053,8.113985386,18.70930086,22.76694215,17.35986393,12.6426362
147,14.39588677,16.20052321,19.07655553,13.3521407,7.580696297,17.74969547,21.01193165,17.11120664,12.05415174
148,15.10218363,16.20134259,19.30905579,14.04318722,9.049053427,17.68203457,22.25505986,16.94921958,12.51553849
149,14.71303484,16.20442372,19.44634918,13.80247934,7.976681495,17.9454517,22.01023583,17.22206683,12.2810106
150,14.67579621,16.20531791,19.4734747,13.82055332,8.23983096,18.04942649,22.77134224,17.18563746,12.52685837
151,14.30869244,16.20990092,20.00073634,13.78572652,8.046009287,18.30033611,22.76959216,17.32241815,12.85806177
152,14.29162855,16.21031218,19.2419161,13.77765326,7.909028568,17.27940275,22.20815183,16.8552701,12.99538446
153,14.90441001,16.21080695,19.5923118,13.85212133,8.27906082,17.74669078,22.23971056,17.03791771,12.30128084
154,14.30543046,16.21242215,19.20366552,13.89136627,9.361756708,17.55063709,22.3294752,16.89867472,12.8247725
155,15.11667469,16.21515163,18.95909933,14.09249128,8.148940439,17.7487443,22.47133607,16.75460133,12.47010328
156,14.47610269,16.21545334,19.22349207,13.64110151,8.044510856,17.53812143,21.44266223,17.07795575,12.28739834
157,14.31157085,16.21747507,19.84070065,13.61353306,7.535153026,18.275861,22.33421255,17.43213796,12.32832039
158,14.41336387,16.22200399,18.89388462,13.4351642,8.102411263,17.26216433,20.5492043,17.1332253,12.02399886
159,14.68047086,16.22400533,19.88202418,13.68266005,8.169376308,17.83852598,22.87111465,17.06791295,12.41968729
160,14.32704314,16.22425541,20.15526026,13.49517625,8.514538933,18.01851502,22.05772528,17.09189038,12.28154991
161,14.8334244,16.2304224,19.35665838,14.01986956,8.318952577,18.28095504,22.48501801,17.18333445,12.51770039
162,15.05238959,16.23147151,19.63303522,14.18118561,8.168323204,18.93597864,21.86261406,17.62269757,12.73819496
163,14.6786185,16.23330616,19.26183343,13.82062929,8.10707137,18.47087792,21.09021816,17.71526854,12.48680123
164,15.04102812,16.23384671,19.20062795,13.81979668,7.850889959,18.09883326,21.0716325,16.61978175,12.27002888
165,14.88473334,16.23412746,19.44019741,14.01165199,8.053016254,18.08680483,21.86274816,16.76460575,12.57905708
166,14.78946056,16.2406,19.78641088,13.85775031,8.132335475,18.55344937,23.3888819,17.67770434,12.53592295
167,15.10933105,16.24204571,19.39461867,14.04637204,8.313780079,17.68453147,22.68417393,16.6451948,12.59035389
168,15.00350651,16.24236721,19.88041176,14.16927571,7.991624323,18.20620374,22.41014063,17.38285832,12.66821476
169,14.19915955,16.24392735,19.56977698,13.57813717,7.924185014,17.82171515,22.84655994,16.80458871,12.55920545
170,14.814225,16.24863212,19.76446108,13.77519061,7.935148184,17.95330924,22.36121539,17.10032486,12.19700909
171,14.18685973,16.25057027,19.07989342,13.45877051,7.982455713,17.81773176,22.75363372,17.38830549,12.46266433
172,14.87319888,16.25462953,20.24835302,14.00073233,8.095213319,18.90165149,23.98032433,17.22526262,12.60611749
173,14.44502999,16.25571644,19.332645,13.59236858,7.559021359,17.87919551,23.04509258,16.94351979,12.45767208
174,14.71453417,16.25700352,18.83845173,13.99082518,7.936943518,17.7458243,20.99948283,17.03433064,12.52153437
175,15.06198647,16.26067851,19.41043956,14.13298674,8.466308316,17.8787626,22.55926395,17.07502456,12.54950898
176,14.32479151,16.26696422,19.20988888,13.68592569,7.895341792,18.17409566,23.54603553,17.31070304,12.45733494
177,14.80097292,16.2680974,19.91412555,14.03572725,8.360275046,18.35719346,22.94877524,17.10654353,12.66704197
178,14.72804293,16.2713895,20.1846311,14.16369134,8.194139559,18.19404375,23.23020393,17.3675086,12.83097707
179,14.24471345,16.27361851,19.16139664,13.09035521,7.441943739,17.83343931,21.26729908,16.99613624,11.8146564
180,15.05222593,16.27693194,19.41939299,13.90142594,8.668567857,18.28053922,22.30364699,17.18122328,12.59833082
181,14.67915325,16.27736413,19.92600839,13.88428608,7.446837863,17.91983253,22.32177964,17.16240846,12.58251249
182,14.86825327,16.27796282,19.60836428,14.10775521,7.658733697,17.88698947,22.02119982,16.98561582,12.60998093
183,15.17751256,16.28093798,20.21643677,14.08107568,8.154832237,17.9879543,21.94699277,17.37218088,12.42611427
184,14.32014778,16.28122273,19.25619427,13.89933987,7.695228443,17.57420094,21.3872468,17.2219135,13.11779078
185,15.15487631,16.28448591,19.60691274,14.00166525,8.290671196,18.09278984,21.66993189,16.82890204,12.23706966
186,14.48351305,16.28866997,19.60788309,13.72137135,8.537828302,18.25458107,22.61990453,17.03958044,12.38190035
187,15.00038732,16.28979956,19.53114526,13.98912829,8.044130537,17.67446074,22.44900138,16.99176612,12.51738724
188,14.54769028,16.29471934,20.47556969,13.36785464,7.789807583,18.03498991,22.92408065,16.96589523,12.46476024
189,14.84667996,16.29561526,19.21347552,13.70723854,8.298239352,18.18838171,21.76572395,17.39400547,12.4434094
190,15.11964655,16.29564817,19.60404628,13.93759133,8.053521801,17.99667572,22.28978859,16.8817221,12.51439567
191,15.09648389,16.29589347,19.33367357,14.09959198,7.972644789,17.89459598,23.18246196,17.1925758,12.53245031
192,14.70704671,16.29611253,21.10021093,13.77698116,7.989037748,19.26613412,22.71392904,17.1094639,12.28049776
193,14.92500247,16.29741316,19.75478802,13.8309548,7.888280215,17.94238483,22.65375185,17.0977372,12.31593236
194,15.28609901,16.30102342,20.06778779,14.0214284,8.284887253,18.53935395,22.40002302,17.19967276,12.31155968
195,15.03788585,16.30576135,20.16248684,14.26008903,8.024984244,17.68979577,22.88091427,16.91985383,12.89029999
196,14.77518083,16.30648502,19.46569919,13.89855306,8.057851143,18.02463302,22.28177659,17.11936271,12.57528646
197,14.85666949,16.30652578,19.80545552,13.70662815,7.994151302,18.46303165,21.98140491,17.6758447,12.66267221
198,14.63971405,16.30662658,19.78559537,13.64252251,8.316700147,17.9737319,22.46671504,17.1044499,12.3508197
199,14.69484321,16.30779028,19.21744078,13.93168645,7.919825722,18.08233592,22.11517025,17.09792442,12.55706011
200,13.95227356,16.31015361,20.57635296,13.40363087,7.662390947,17.89034249,23.12541378,17.29072368,12.36835555
201,14.49203794,16.31451575,19.79433164,13.76917976,7.87394999,17.42573259,22.07755294,16.90750446,12.58646212
202,14.81716043,16.31519822,20.10081598,13.87804288,7.968506662,18.24235615,22.24932468,16.94811971,12.26316681
203,14.69734597,16.31777331,19.72720488,13.77911856,7.894803021,18.08013563,22.50323265,17.18489034,12.23324403
204,14.82732309,16.32305178,20.21239746,13.84301461,8.581773192,17.86763928,22.6671623,16.80005409,12.50618095
205,14.98236622,16.32732616,20.06961236,13.97468297,7.951337443,18.17682877,21.68994435,16.88594167,12.3804409
206,16.72144636,16.33048996,17.49933202,15.98344694,9.974011874,17.16977921,19.60971414,16.96199847,13.00107495
207,14.81572024,16.33258769,19.50992607,13.7501794,7.796566945,17.70733242,22.35737143,17.13984595,12.49490555
208,15.04905529,16.33283954,20.01156728,13.95121405,8.02160584,18.41985857,21.6351067,17.16169206,12.31136535
209,14.93168737,16.33377674,20.05852599,13.96494984,7.88727218,18.0310988,22.25184455,17.20152676,12.33762295
210,15.1018744,16.34201243,19.69057049,14.09444908,8.429247285,18.19009518,22.36153505,16.89053643,12.57216154
211,14.87551992,16.3424526,19.67443513,13.72700134,8.222224097,18.03594904,22.26047023,16.93755945,12.55670239
212,14.37035165,16.34820943,19.43150881,13.34744081,7.148820063,17.62645959,21.16915341,17.16750609,11.93867765
213,16.07711415,16.34856052,20.09584467,15.96310265,11.84795981,17.35201988,22.22531614,16.47670914,14.94037496
214,14.25072031,16.35017825,20.25798009,13.41106667,7.984266003,17.34461354,22.68953896,16.69626569,12.20140094
215,14.87998564,16.36036127,19.69841785,14.00311458,7.920059578,18.45992227,22.40113057,17.39894304,12.52430217
216,14.45443812,16.3611864,19.97973927,13.48509807,7.514480888,18.1498198,22.89174316,17.03605183,12.32587919
217,14.69732865,16.36348714,19.57829907,13.71534085,7.983323191,18.23470248,21.93111682,17.42036763,12.39832185
218,15.16630326,16.36716561,19.80294191,14.19443467,8.191081242,17.76926629,23.09014604,16.83383559,12.48732288
219,15.00354886,16.37374878,20.03078364,13.91735644,8.276688581,18.48056918,22.21976809,17.5122466,12.52002921
220,14.18704254,16.37715254,19.22219608,13.61970313,7.56177523,17.52970165,21.72766077,17.09359187,12.62106046
221,14.71034527,16.37859781,19.40515757,13.98783061,7.868497408,18.24199029,22.46983421,17.38656313,12.56983425
222,14.19107118,16.38285884,19.85759396,13.30157141,7.863670402,17.66869152,22.72180048,16.86402973,12.457683
223,14.78957924,16.38520277,19.37829929,14.01336391,8.176333411,17.9514867,22.53644164,17.19150798,12.6607904
224,15.17738166,16.38773676,19.51996129,13.89683857,8.247362246,17.85762799,21.70187483,16.75559767,12.1411289
225,15.18632275,16.39067988,20.28124111,14.09243443,8.389497137,18.37012244,21.98774758,16.98256208,12.54299759
226,14.22484202,16.39373256,20.6718466,13.58383258,8.040202517,18.98427425,23.22117528,17.73950586,12.65347428
227,15.19690574,16.39382332,19.32277154,13.95915083,8.080097046,18.02438063,22.9662483,16.71022425,12.43313747
228,15.06152375,16.39438747,20.03234181,14.13414569,7.869284672,17.65739556,22.5181337,16.96410664,12.57098601
229,14.82204822,16.39989021,19.9876738,14.01236596,8.869384051,17.83338123,22.07209036,17.19876095,12.71484802
230,14.83103144,16.40087305,19.7336194,14.06231684,8.397056859,17.61843562,22.23338725,16.8304805,12.82351293
231,14.91867445,16.40138485,20.73878271,13.99442249,7.919185963,17.6988932,21.93849535,16.83513324,12.44413491
232,14.97430915,16.40151931,20.59184277,14.05500221,8.190694556,19.02798798,22.51884925,17.30173267,12.53232982
233,14.96049376,16.4037419,19.85272886,14.00869509,8.777193907,18.08365932,22.55196883,17.41603045,12.63832663
234,14.7928221,16.40462393,19.34328391,14.09946669,8.088583835,18.42926313,22.09892709,17.58822288,12.50739244
235,15.96785703,16.40842657,18.09477506,15.53830538,11.18243835,17.22566154,19.32299207,16.95092368,14.42123795
236,14.71527815,16.40933587,19.96588991,13.98611626,8.107951735,18.02714463,22.8175045,17.0546338,12.67886556
237,15.23317063,16.40963527,20.31086736,14.03924009,8.250224474,17.79276749,23.06864423,17.20900082,12.32055651
238,14.83746206,16.41068365,19.86800221,14.11928572,8.134680648,18.28510562,23.23408701,17.41654917,12.78124428
239,14.06977055,16.41212919,18.80947219,13.8578804,7.652533395,18.02815943,21.71443473,17.51038661,13.10716154
240,14.90782313,16.41898166,20.33535094,13.81755205,8.086452374,18.45856234,22.08078928,17.30845067,12.33161882
241,15.21403308,16.42384009,20.52377434,13.90170476,7.96772393,18.21041953,22.23265822,16.93637966,12.2093159
242,14.15526986,16.42820293,19.24551002,13.31544658,7.470740756,17.22342169,20.83905997,16.92072243,12.1662756
243,14.99009072,16.43017826,19.42772698,13.86608183,8.24250762,17.56039124,21.71475505,17.11042467,12.28152493
244,16.68421463,16.43116717,21.33512642,16.24184641,11.06316737,19.5791604,22.3570594,17.88851465,14.48878052
245,15.00761637,16.43450269,20.19876415,13.85097913,8.024934647,17.95163999,22.43777122,16.98801169,12.37042305
246,15.17009448,16.44070632,20.17879006,14.04461007,8.323584388,18.20085067,23.2687056,17.0922249,12.59966007
247,14.43436312,16.44260536,19.97736739,13.7733199,8.002839006,17.06467755,22.25576139,16.93488048,12.84797519
248,15.08361906,16.44502762,19.39614239,13.87714623,8.135764752,17.7497356,21.53012853,16.82996794,12.35961361
249,14.81851959,16.44523423,19.93248247,13.97478337,8.453762278,18.08543588,22.63865292,17.44907448,12.56358225
